"Loco","PERIOD","n_chamado","n_total","callrate_pct"
"Dal_05:30519540-30519567",3,14,24,58.33
"Dal_05:30545144-30545181",7,19,24,79.17
"Dal_05:30710535-30710598",3,13,24,54.17
"Dal_05:30749418-30749461",8,24,24,100
"Dal_05:30869552-30869592",4,16,24,66.67
"Dal_05:30880319-30880345",9,21,24,87.5
"Dal_05:31089299-31089331",3,21,24,87.5
"Dal_05:31151056-31151088",2,14,24,58.33
"Dal_05:31478492-31478519",3,21,24,87.5
"Dal_05:31495146-31495198",2,9,24,37.5
"Dal_05:31602316-31602348",6,24,24,100
"Dal_05:31617872-31617929",3,15,24,62.5
"Dal_05:31642694-31642734",3,18,24,75
"Dal_05:31646578-31646603",3,24,24,100
"Dal_05:31665899-31665925",3,16,24,66.67
"Dal_05:31666042-31666072",2,10,24,41.67
"Dal_05:31693600-31693628",3,16,24,66.67
"Dal_05:31695300-31695340",3,20,24,83.33
"Dal_05:31709743-31709769",4,22,24,91.67
"Dal_05:31730288-31730319",3,20,24,83.33
"Dal_05:31842889-31842917",9,17,24,70.83
"Dal_05:32111467-32111521",3,7,24,29.17
"Dal_05:32129619-32129648",7,14,24,58.33
"Dal_05:32143487-32143512",2,6,24,25
"Dal_05:32182507-32182535",6,11,24,45.83
"Dal_05:32183092-32183133",9,12,24,50
"Dal_05:32271199-32271268",2,3,24,12.5
"Dal_05:32555221-32555263",5,15,24,62.5
"Dal_05:32624230-32624264",2,3,24,12.5
"Dal_05:32646131-32646161",4,12,24,50
"Dal_05:32734613-32734652",5,14,24,58.33
"Dal_05:32856988-32857020",2,12,24,50
"Dal_05:32869995-32870024",2,9,24,37.5
"Dal_05:32955108-32955136",9,17,24,70.83
"Dal_05:32977175-32977218",3,18,24,75
"Dal_05:33008042-33008079",2,3,24,12.5
"Dal_05:33021960-33021994",8,0,24,0
"Dal_05:33039334-33039366",2,4,24,16.67
"Dal_05:33242610-33242648",2,11,24,45.83
"Dal_05:33253609-33253657",2,9,24,37.5
"Dal_05:33280338-33280369",2,5,24,20.83
"Dal_05:33298605-33298640",6,14,24,58.33
"Dal_05:33335077-33335110",8,22,24,91.67
"Dal_05:33389348-33389382",2,17,24,70.83
"Dal_05:33405926-33405950",2,8,24,33.33
"Dal_05:33450520-33450546",4,4,24,16.67
"Dal_05:33534965-33534989",3,18,24,75
"Dal_05:33660187-33660215",3,24,24,100
"Dal_05:33716042-33716067",6,24,24,100
"Dal_05:33772569-33772599",4,15,24,62.5
"Dal_05:33819392-33819431",2,4,24,16.67
"Dal_05:33838309-33838333",6,21,24,87.5
"Dal_05:33845972-33845997",5,24,24,100
"Dal_05:33923374-33923402",3,19,24,79.17
"Dal_05:33925457-33925483",8,22,24,91.67
"Dal_05:33958959-33959009",2,5,24,20.83
"Dal_05:34010426-34010459",2,0,24,0
"Dal_05:34033678-34033702",2,4,24,16.67
"Dal_05:34072024-34072052",3,19,24,79.17
"Dal_05:34192968-34192996",5,11,24,45.83
"Dal_05:34279411-34279467",2,2,24,8.33
"Dal_05:34316934-34316958",2,18,24,75
"Dal_05:34340921-34340990",3,15,24,62.5
"Dal_05:34483236-34483260",6,18,24,75
"Dal_05:34505484-34505523",9,12,24,50
"Dal_05:34563425-34563465",4,12,24,50
"Dal_05:34664254-34664316",4,13,24,54.17
"Dal_05:34689670-34689696",6,24,24,100
"Dal_05:34701231-34701255",2,4,24,16.67
"Dal_05:34701510-34701543",3,17,24,70.83
"Dal_05:34729885-34729918",2,6,24,25
"Dal_05:34788623-34788680",3,13,24,54.17
"Dal_05:34795862-34795887",2,9,24,37.5
"Dal_05:34848615-34848643",3,19,24,79.17
"Dal_05:34849806-34849831",8,17,24,70.83
"Dal_05:34959886-34959912",2,12,24,50
"Dal_05:34992178-34992209",3,19,24,79.17
"Dal_05:35002484-35002523",7,15,24,62.5
"Dal_05:35266796-35266837",3,17,24,70.83
"Dal_05:35304610-35304647",3,14,24,58.33
"Dal_05:35422787-35422812",2,3,24,12.5
"Dal_05:35423076-35423125",2,7,24,29.17
"Dal_05:35441322-35441347",2,8,24,33.33
"Dal_05:35449903-35449929",4,11,24,45.83
"Dal_05:35488497-35488531",3,12,24,50
"Dal_05:35548800-35548840",3,20,24,83.33
"Dal_05:35566580-35566604",3,17,24,70.83
"Dal_05:35872613-35872643",8,17,24,70.83
"Dal_05:35905686-35905724",5,24,24,100
"Dal_05:35940738-35940781",3,12,24,50
"Dal_05:35947623-35947648",3,7,24,29.17
"Dal_05:35953722-35953754",3,19,24,79.17
"Dal_05:35954883-35954909",3,19,24,79.17
"Dal_05:35998666-35998691",2,13,24,54.17
"Dal_05:36030837-36030870",2,5,24,20.83
"Dal_05:36032689-36032743",8,17,24,70.83
"Dal_05:36056829-36056874",7,21,24,87.5
"Dal_05:36406237-36406267",9,2,24,8.33
"Dal_05:36410987-36411015",6,16,24,66.67
"Dal_05:36440815-36440870",2,2,24,8.33
"Dal_05:36447939-36447973",2,4,24,16.67
"Dal_05:36452666-36452691",2,8,24,33.33
"Dal_05:36496448-36496475",3,22,24,91.67
"Dal_05:36520131-36520159",2,5,24,20.83
"Dal_05:36561177-36561209",7,18,24,75
"Dal_05:36608120-36608186",4,11,24,45.83
"Dal_05:36622256-36622299",2,10,24,41.67
"Dal_05:36624597-36624627",2,5,24,20.83
"Dal_05:36681992-36682020",8,24,24,100
"Dal_05:36710601-36710632",6,24,24,100
"Dal_05:36825961-36825989",2,4,24,16.67
"Dal_05:36865111-36865139",2,7,24,29.17
"Dal_05:37013677-37013713",3,11,24,45.83
"Dal_05:37038770-37038807",3,21,24,87.5
"Dal_05:37065610-37065643",8,15,24,62.5
"Dal_05:37086262-37086304",2,4,24,16.67
"Dal_05:37157777-37157816",3,17,24,70.83
"Dal_05:37296911-37296943",7,18,24,75
"Dal_05:37388813-37388855",3,19,24,79.17
"Dal_05:37455363-37455399",3,12,24,50
"Dal_05:37518293-37518340",2,4,24,16.67
"Dal_05:37541702-37541726",2,4,24,16.67
"Dal_05:37678376-37678413",2,1,24,4.17
"Dal_05:37694779-37694818",9,18,24,75
"Dal_05:37715509-37715535",4,20,24,83.33
"Dal_05:37746727-37746760",9,19,24,79.17
"Dal_05:37762609-37762645",8,15,24,62.5
"Dal_05:37772790-37772848",2,12,24,50
"Dal_05:37814117-37814144",2,12,24,50
"Dal_05:37849194-37849241",2,3,24,12.5
"Dal_05:37849297-37849334",2,4,24,16.67
"Dal_05:37859919-37859949",2,2,24,8.33
"Dal_05:37891742-37891786",2,5,24,20.83
"Dal_05:37893825-37893874",2,1,24,4.17
"Dal_05:37903448-37903482",2,12,24,50
"Dal_05:37972008-37972049",2,12,24,50
"Dal_05:37999715-37999769",2,5,24,20.83
"Dal_05:38146932-38146960",2,17,24,70.83
"Dal_05:38157333-38157364",4,19,24,79.17
"Dal_05:38184281-38184321",2,5,24,20.83
"Dal_05:38551284-38551308",7,23,24,95.83
"Dal_05:38573581-38573615",7,24,24,100
"Dal_05:38617913-38617942",9,16,24,66.67
"Dal_05:38634228-38634263",8,9,24,37.5
"Dal_05:38680724-38680770",2,6,24,25
"Dal_05:38805776-38805805",2,6,24,25
"Dal_05:38815726-38815766",2,9,24,37.5
"Dal_05:38818308-38818348",3,18,24,75
"Dal_05:38876576-38876603",3,18,24,75
"Dal_05:38900668-38900692",3,12,24,50
"Dal_05:38902775-38902827",2,5,24,20.83
"Dal_05:38919161-38919194",2,3,24,12.5
"Dal_05:38954811-38954843",6,16,24,66.67
"Dal_05:39132090-39132154",2,9,24,37.5
"Dal_05:39203052-39203084",2,14,24,58.33
"Dal_05:39210834-39210863",2,8,24,33.33
"Dal_05:39381048-39381086",6,22,24,91.67
"Dal_05:39386231-39386283",4,11,24,45.83
"Dal_05:39395479-39395506",2,12,24,50
"Dal_05:39408686-39408719",2,6,24,25
"Dal_05:39412479-39412524",4,9,24,37.5
"Dal_05:39490348-39490393",3,9,24,37.5
"Dal_05:39566023-39566053",2,11,24,45.83
"Dal_05:39770541-39770577",3,18,24,75
"Dal_05:39773640-39773670",6,14,24,58.33
"Dal_05:39912865-39912900",6,5,24,20.83
"Dal_05:39982608-39982633",2,13,24,54.17
"Dal_05:40061138-40061178",3,14,24,58.33
"Dal_05:40169231-40169259",2,8,24,33.33
"Dal_05:40201019-40201043",6,23,24,95.83
"Dal_05:40271784-40271826",9,13,24,54.17
"Dal_05:40289353-40289388",9,15,24,62.5
"Dal_05:40311900-40311937",2,4,24,16.67
"Dal_05:40394417-40394466",2,5,24,20.83
"Dal_05:40506598-40506626",8,11,24,45.83
"Dal_05:40513130-40513164",3,17,24,70.83
"Dal_05:40520319-40520343",2,11,24,45.83
"Dal_05:40578108-40578138",6,24,24,100
"Dal_05:40640587-40640615",3,17,24,70.83
"Dal_05:40749399-40749425",2,11,24,45.83
"Dal_05:40784157-40784207",2,2,24,8.33
"Dal_05:40817709-40817762",2,5,24,20.83
"Dal_05:40823940-40823965",5,17,24,70.83
"Dal_05:40998720-40998744",6,19,24,79.17
"Dal_05:41019684-41019728",2,6,24,25
"Dal_05:41062408-41062461",3,16,24,66.67
"Dal_05:41064434-41064483",3,17,24,70.83
"Dal_05:41066445-41066478",3,16,24,66.67
"Dal_05:41096277-41096311",2,9,24,37.5
"Dal_05:41124555-41124597",2,2,24,8.33
"Dal_05:41143643-41143673",7,21,24,87.5
"Dal_05:41326832-41326870",2,5,24,20.83
"Dal_05:41362758-41362806",2,3,24,12.5
"Dal_05:41780470-41780501",3,15,24,62.5
"Dal_05:41782593-41782649",4,11,24,45.83
"Dal_05:41822129-41822158",5,9,24,37.5
"Dal_05:41968735-41968785",2,4,24,16.67
"Dal_05:42141677-42141740",4,12,24,50
"Dal_05:42143036-42143092",3,13,24,54.17
"Dal_05:42281290-42281319",3,10,24,41.67
"Dal_05:42281595-42281645",2,0,24,0
"Dal_05:42540068-42540128",2,6,24,25
"Dal_05:42544479-42544537",2,5,24,20.83
"Dal_05:42613379-42613413",2,15,24,62.5
"Dal_05:42618030-42618058",6,19,24,79.17
"Dal_05:42676905-42676942",2,1,24,4.17
"Dal_05:42732928-42732969",2,14,24,58.33
"Dal_05:42735037-42735066",2,7,24,29.17
"Dal_05:42775850-42775876",2,9,24,37.5
"Dal_05:42777123-42777187",2,6,24,25
"Dal_05:42783828-42783880",2,2,24,8.33
"Dal_05:42786035-42786091",2,2,24,8.33
"Dal_05:42786752-42786787",2,8,24,33.33
"Dal_05:42857915-42857940",7,24,24,100
"Dal_05:43098128-43098171",3,14,24,58.33
"Dal_05:43100723-43100773",2,6,24,25
"Dal_05:43192353-43192379",2,10,24,41.67
"Dal_05:43404047-43404076",3,16,24,66.67
"Dal_05:43405950-43405997",2,3,24,12.5
"Dal_05:43489194-43489231",4,6,24,25
"Dal_05:43492378-43492409",3,10,24,41.67
"Dal_05:43511746-43511800",3,8,24,33.33
"Dal_05:43514980-43515011",4,14,24,58.33
"Dal_05:43567806-43567849",8,11,24,45.83
"Dal_05:43596109-43596141",2,7,24,29.17
"Dal_05:43625498-43625523",2,9,24,37.5
"Dal_05:43666619-43666645",2,3,24,12.5
"Dal_05:43758101-43758161",5,13,24,54.17
"Dal_05:43952818-43952843",8,24,24,100
"Dal_05:44043898-44043946",2,6,24,25
"Dal_05:44129797-44129840",3,16,24,66.67
"Dal_05:44163534-44163597",2,6,24,25
"Dal_05:44200230-44200258",8,19,24,79.17
"Dal_05:44270171-44270221",8,21,24,87.5
"Dal_05:44293390-44293437",2,6,24,25
"Dal_05:44332061-44332099",2,12,24,50
"Dal_05:44383148-44383182",7,21,24,87.5
"Dal_05:44392610-44392655",3,18,24,75
"Dal_05:44449882-44449908",2,6,24,25
"Dal_05:44491235-44491260",4,18,24,75
"Dal_05:44533666-44533692",2,1,24,4.17
"Dal_05:44547592-44547634",3,5,24,20.83
"Dal_05:44551334-44551365",5,19,24,79.17
"Dal_05:44586259-44586313",7,12,24,50
"Dal_05:44616187-44616213",3,21,24,87.5
"Dal_05:44629272-44629303",5,14,24,58.33
"Dal_05:44656871-44656900",2,16,24,66.67
"Dal_05:44667311-44667355",2,6,24,25
"Dal_05:44710272-44710303",2,2,24,8.33
"Dal_05:44732659-44732688",3,18,24,75
"Dal_05:44759008-44759034",4,15,24,62.5
"Dal_05:44806529-44806560",2,15,24,62.5
"Dal_05:44847905-44847949",3,15,24,62.5
"Dal_05:44907264-44907294",2,3,24,12.5
"Dal_05:44950164-44950209",6,14,24,58.33
"Dal_05:44958573-44958625",2,5,24,20.83
"Dal_05:45022479-45022504",7,18,24,75
"Dal_05:45060303-45060332",1,4,24,16.67
"Dal_05:45088693-45088717",2,6,24,25
"Dal_05:45126620-45126651",2,14,24,58.33
"Dal_05:45158169-45158196",3,12,24,50
"Dal_05:45170017-45170049",8,24,24,100
"Dal_05:45182865-45182894",6,24,24,100
"Dal_05:45207033-45207084",2,2,24,8.33
"Dal_05:45253700-45253751",4,7,24,29.17
"Dal_05:45264447-45264480",3,20,24,83.33
"Dal_05:45353223-45353258",4,18,24,75
"Dal_05:45369196-45369230",5,19,24,79.17
"Dal_05:45386538-45386568",2,9,24,37.5
"Dal_05:45389031-45389061",2,8,24,33.33
"Dal_05:45541240-45541289",3,17,24,70.83
"Dal_05:45541921-45541951",2,6,24,25
"Dal_05:45590656-45590680",8,24,24,100
"Dal_05:45605209-45605236",2,9,24,37.5
"Dal_05:45627946-45628007",2,7,24,29.17
"Dal_05:45632611-45632643",2,8,24,33.33
"Dal_05:45690052-45690076",6,24,24,100
"Dal_05:45692540-45692564",5,17,24,70.83
"Dal_05:45708461-45708503",8,16,24,66.67
"Dal_05:45773435-45773487",2,4,24,16.67
"Dal_05:45795483-45795541",2,0,24,0
"Dal_05:45799363-45799395",4,1,24,4.17
"Dal_05:45802502-45802545",2,2,24,8.33
"Dal_05:45803822-45803886",4,2,24,8.33
"Dal_05:45838158-45838226",2,1,24,4.17
"Dal_05:45843201-45843227",2,6,24,25
"Dal_05:45853956-45853988",2,13,24,54.17
"Dal_05:45874684-45874753",3,18,24,75
"Dal_05:45936721-45936784",2,2,24,8.33
"Dal_05:46872899-46872923",6,24,24,100
"Dal_05:46887576-46887625",2,5,24,20.83
"Dal_05:46892149-46892181",2,15,24,62.5
"Dal_05:46910836-46910869",2,5,24,20.83
"Dal_05:46923266-46923330",2,5,24,20.83
"Dal_05:46951072-46951141",4,4,24,16.67
"Dal_05:46975640-46975687",2,2,24,8.33
"Dal_05:47002557-47002591",6,22,24,91.67
"Dal_05:47016818-47016858",2,10,24,41.67
"Dal_05:47101505-47101538",5,5,24,20.83
"Dal_05:47131562-47131586",7,23,24,95.83
"Dal_05:47145138-47145164",3,10,24,41.67
"Dal_05:47153415-47153443",4,17,24,70.83
"Dal_05:47262629-47262665",2,4,24,16.67
"Dal_05:47275508-47275541",2,6,24,25
"Dal_05:47277359-47277385",2,11,24,45.83
"Dal_05:47324199-47324230",2,3,24,12.5
"Dal_05:47330738-47330762",2,4,24,16.67
"Dal_05:47338885-47338929",2,5,24,20.83
"Dal_05:47364990-47365047",2,4,24,16.67
"Dal_05:47384057-47384110",2,1,24,4.17
"Dal_05:47391233-47391269",2,8,24,33.33
"Dal_05:47400135-47400166",4,16,24,66.67
"Dal_05:47481205-47481236",2,11,24,45.83
"Dal_05:47491254-47491285",9,16,24,66.67
"Dal_05:47495485-47495513",2,4,24,16.67
"Dal_05:47555533-47555568",3,14,24,58.33
"Dal_05:47565182-47565215",2,4,24,16.67
"Dal_05:47566130-47566161",2,15,24,62.5
"Dal_05:47596242-47596288",3,12,24,50
"Dal_05:47673224-47673257",8,14,24,58.33
"Dal_05:47681768-47681800",5,24,24,100
"Dal_05:47711077-47711105",2,10,24,41.67
"Dal_05:47742099-47742150",2,6,24,25
"Dal_05:47747920-47747951",3,15,24,62.5
"Dal_05:47757641-47757669",2,10,24,41.67
"Dal_05:47781862-47781916",3,9,24,37.5
"Dal_05:47782134-47782169",2,13,24,54.17
"Dal_05:47784417-47784452",3,13,24,54.17
"Dal_05:47808742-47808766",3,15,24,62.5
"Dal_05:47830330-47830382",2,2,24,8.33
"Dal_05:47841011-47841056",2,2,24,8.33
"Dal_05:47842912-47842938",2,5,24,20.83
"Dal_05:47864409-47864451",3,11,24,45.83
"Dal_05:47894082-47894111",2,11,24,45.83
"Dal_05:47931280-47931311",3,12,24,50
"Dal_05:47989180-47989226",9,17,24,70.83
"Dal_05:48065009-48065042",3,14,24,58.33
"Dal_05:48088389-48088422",3,11,24,45.83
"Dal_05:48125881-48125905",2,12,24,50
"Dal_05:48147204-48147237",2,5,24,20.83
"Dal_05:48162905-48162939",2,4,24,16.67
"Dal_05:48225461-48225521",2,3,24,12.5
"Dal_05:48232788-48232842",2,5,24,20.83
"Dal_05:48236162-48236211",2,6,24,25
"Dal_05:48245532-48245566",2,12,24,50
"Dal_05:48603988-48604014",3,12,24,50
"Dal_05:48613758-48613795",3,10,24,41.67
"Dal_05:48640307-48640341",2,3,24,12.5
"Dal_05:48659590-48659646",2,4,24,16.67
"Dal_05:48680039-48680099",3,13,24,54.17
"Dal_05:48684381-48684420",2,1,24,4.17
"Dal_05:48690158-48690189",6,19,24,79.17
"Dal_05:48709050-48709093",3,13,24,54.17
"Dal_05:48710258-48710298",2,10,24,41.67
"Dal_05:48716552-48716580",6,19,24,79.17
"Dal_05:48776964-48776992",6,18,24,75
"Dal_05:48778899-48778936",2,3,24,12.5
"Dal_05:48798809-48798856",2,4,24,16.67
"Dal_05:48817245-48817283",5,6,24,25
"Dal_05:48822119-48822155",2,2,24,8.33
"Dal_05:48822341-48822374",9,13,24,54.17
"Dal_05:48830476-48830502",2,13,24,54.17
"Dal_05:48838205-48838263",2,4,24,16.67
"Dal_05:48845383-48845441",2,1,24,4.17
"Dal_05:48848975-48849018",2,2,24,8.33
"Dal_05:48891473-48891508",2,8,24,33.33
"Dal_05:48906716-48906772",3,13,24,54.17
"Dal_05:48908683-48908710",2,13,24,54.17
"Dal_05:48924422-48924446",6,24,24,100
"Dal_05:48978361-48978386",3,8,24,33.33
"Dal_05:48979295-48979326",2,8,24,33.33
"Dal_05:48980323-48980347",7,16,24,66.67
"Dal_05:49002279-49002342",2,4,24,16.67
"Dal_05:49017615-49017647",6,19,24,79.17
"Dal_05:49044841-49044879",7,15,24,62.5
"Dal_05:49077361-49077386",2,9,24,37.5
"Dal_05:49085780-49085824",2,7,24,29.17
"Dal_05:49137758-49137788",2,7,24,29.17
"Dal_05:49148383-49148433",2,6,24,25
"Dal_05:49178996-49179046",2,4,24,16.67
"Dal_05:49245090-49245144",2,2,24,8.33
"Dal_05:49257264-49257307",4,7,24,29.17
"Dal_05:49287826-49287873",2,7,24,29.17
"Dal_05:49291546-49291570",5,12,24,50
"Dal_05:49292078-49292122",2,6,24,25
"Dal_05:49304482-49304508",4,16,24,66.67
"Dal_05:49307178-49307204",7,17,24,70.83
"Dal_05:49309230-49309255",8,16,24,66.67
"Dal_05:49316334-49316360",3,11,24,45.83
"Dal_05:49328144-49328186",2,6,24,25
"Dal_05:49375885-49375914",9,15,24,62.5
"Dal_05:49376941-49376965",6,12,24,50
"Dal_05:49387424-49387452",8,15,24,62.5
"Dal_05:49399076-49399104",5,12,24,50
"Dal_05:49401354-49401383",2,16,24,66.67
"Dal_05:49422442-49422478",9,24,24,100
"Dal_05:49423551-49423582",2,12,24,50
"Dal_05:49429887-49429922",2,12,24,50
"Dal_05:49485493-49485538",2,0,24,0
"Dal_05:49488128-49488161",3,11,24,45.83
"Dal_05:49516336-49516368",2,1,24,4.17
"Dal_05:49517152-49517195",2,2,24,8.33
"Dal_05:49561115-49561142",3,15,24,62.5
"Dal_05:49570349-49570396",3,11,24,45.83
"Dal_05:49666105-49666130",2,14,24,58.33
"Dal_05:49689653-49689681",2,8,24,33.33
"Dal_05:49690426-49690480",2,3,24,12.5
"Dal_05:49692039-49692063",6,14,24,58.33
"Dal_05:49706730-49706769",3,13,24,54.17
"Dal_05:49777375-49777407",2,7,24,29.17
"Dal_05:49833397-49833440",4,14,24,58.33
"Dal_05:49854916-49854941",2,13,24,54.17
"Dal_05:49868232-49868259",2,11,24,45.83
"Dal_05:49869733-49869786",2,2,24,8.33
"Dal_05:49898348-49898389",3,16,24,66.67
"Dal_05:49930568-49930620",2,5,24,20.83
"Dal_05:49945472-49945506",2,4,24,16.67
"Dal_05:49967643-49967673",2,4,24,16.67
"Dal_05:50041049-50041089",2,14,24,58.33
"Dal_05:50058196-50058227",5,15,24,62.5
"Dal_05:50068511-50068543",4,9,24,37.5
"Dal_05:50101889-50101920",3,16,24,66.67
"Dal_05:50129647-50129705",2,2,24,8.33
"Dal_05:50159080-50159104",6,10,24,41.67
"Dal_05:50185684-50185729",2,2,24,8.33
"Dal_05:50194193-50194219",7,23,24,95.83
"Dal_05:50208222-50208250",3,11,24,45.83
"Dal_05:50217548-50217587",3,4,24,16.67
"Dal_05:50217927-50217952",2,6,24,25
"Dal_05:50230279-50230330",2,4,24,16.67
"Dal_05:50233716-50233748",6,10,24,41.67
"Dal_05:50239180-50239240",2,1,24,4.17
"Dal_05:50241079-50241112",3,4,24,16.67
"Dal_05:50268053-50268085",2,1,24,4.17
"Dal_05:50312837-50312861",7,0,24,0
"Dal_05:50314974-50315028",3,5,24,20.83
"Dal_05:50340281-50340313",6,21,24,87.5
"Dal_05:50350310-50350339",3,13,24,54.17
"Dal_05:50365399-50365435",6,19,24,79.17
"Dal_05:50393924-50393966",2,0,24,0
"Dal_05:50423205-50423230",4,12,24,50
"Dal_05:50454219-50454249",7,18,24,75
"Dal_05:50475213-50475241",5,18,24,75
"Dal_05:50479095-50479119",2,13,24,54.17
"Dal_05:50503189-50503213",1,1,24,4.17
"Dal_05:50516258-50516309",2,11,24,45.83
"Dal_05:50581311-50581366",2,3,24,12.5
"Dal_05:50604391-50604429",3,14,24,58.33
"Dal_05:50665962-50666029",2,4,24,16.67
"Dal_05:50669010-50669052",2,3,24,12.5
"Dal_05:50682292-50682360",4,2,24,8.33
"Dal_05:50699309-50699335",6,16,24,66.67
"Dal_05:50726468-50726496",5,11,24,45.83
"Dal_05:50732416-50732467",6,9,24,37.5
"Dal_05:50734882-50734923",2,0,24,0
"Dal_05:50807763-50807820",3,19,24,79.17
"Dal_05:50808309-50808378",2,1,24,4.17
"Dal_05:50814735-50814773",2,8,24,33.33
"Dal_05:50821175-50821228",2,10,24,41.67
"Dal_05:50837510-50837542",2,8,24,33.33
"Dal_05:50860506-50860558",2,6,24,25
"Dal_05:50909239-50909263",4,3,24,12.5
"Dal_05:50915329-50915358",2,8,24,33.33
"Dal_05:50930777-50930827",4,16,24,66.67
"Dal_05:51015950-51015993",2,3,24,12.5
"Dal_05:51019800-51019836",6,16,24,66.67
"Dal_05:51020669-51020695",7,13,24,54.17
"Dal_05:51067039-51067067",2,5,24,20.83
"Dal_05:51146046-51146083",2,17,24,70.83
"Dal_05:51153960-51154020",2,9,24,37.5
"Dal_05:51186439-51186505",2,3,24,12.5
"Dal_05:51195755-51195779",8,13,24,54.17
"Dal_05:51226839-51226869",2,8,24,33.33
"Dal_05:51228790-51228824",2,0,24,0
"Dal_05:51231264-51231289",2,7,24,29.17
"Dal_05:51232469-51232499",2,4,24,16.67
"Dal_05:51234641-51234675",2,12,24,50
"Dal_05:51287721-51287746",3,14,24,58.33
"Dal_05:51297154-51297179",4,13,24,54.17
"Dal_05:51305024-51305052",6,17,24,70.83
"Dal_05:51327413-51327448",3,7,24,29.17
"Dal_05:51342544-51342600",2,9,24,37.5
"Dal_05:51347704-51347728",8,12,24,50
"Dal_05:51379612-51379647",5,7,24,29.17
"Dal_05:51423672-51423722",4,9,24,37.5
"Dal_05:51482350-51482416",2,6,24,25
"Dal_05:51524092-51524123",6,10,24,41.67
"Dal_05:51538131-51538182",2,2,24,8.33
"Dal_05:51558606-51558644",6,14,24,58.33
"Dal_05:51575417-51575444",3,11,24,45.83
"Dal_05:51683749-51683806",3,11,24,45.83
"Dal_05:51698603-51698643",4,20,24,83.33
"Dal_05:51711799-51711838",2,2,24,8.33
"Dal_05:51733033-51733080",2,1,24,4.17
"Dal_05:51733733-51733761",2,11,24,45.83
"Dal_05:51749602-51749635",6,15,24,62.5
"Dal_05:51751190-51751218",6,17,24,70.83
"Dal_05:51754555-51754617",2,7,24,29.17
"Dal_05:51760880-51760919",2,7,24,29.17
"Dal_05:51839689-51839718",4,6,24,25
"Dal_05:51868938-51868964",3,13,24,54.17
"Dal_05:51892953-51892981",6,22,24,91.67
"Dal_05:51942826-51942862",2,1,24,4.17
"Dal_05:51955241-51955300",2,4,24,16.67
"Dal_05:51963133-51963164",1,6,24,25
"Dal_05:51969992-51970020",2,3,24,12.5
"Dal_05:51970368-51970402",2,11,24,45.83
"Dal_05:51992181-51992210",2,2,24,8.33
"Dal_05:52007997-52008031",9,20,24,83.33
"Dal_05:52029703-52029731",2,12,24,50
"Dal_05:52037997-52038027",3,12,24,50
"Dal_05:52054014-52054059",3,14,24,58.33
"Dal_05:52074161-52074207",2,1,24,4.17
"Dal_05:52093373-52093405",8,18,24,75
"Dal_05:52098804-52098842",2,2,24,8.33
"Dal_05:52119945-52120003",4,0,24,0
"Dal_05:52130157-52130192",2,2,24,8.33
"Dal_05:52152923-52152957",2,3,24,12.5
"Dal_05:52165054-52165106",2,10,24,41.67
"Dal_05:52165260-52165285",7,10,24,41.67
"Dal_05:52274070-52274132",2,3,24,12.5
"Dal_05:52281904-52281938",3,9,24,37.5
"Dal_05:52336307-52336360",2,9,24,37.5
"Dal_05:52356116-52356145",6,16,24,66.67
"Dal_05:52356202-52356238",6,22,24,91.67
"Dal_05:52368523-52368548",3,14,24,58.33
"Dal_05:52425841-52425906",2,6,24,25
"Dal_05:52457763-52457812",2,1,24,4.17
"Dal_05:52470105-52470133",3,11,24,45.83
"Dal_05:52496272-52496330",6,8,24,33.33
"Dal_05:52498499-52498530",3,0,24,0
"Dal_05:52502211-52502244",2,8,24,33.33
"Dal_05:52529921-52529957",2,16,24,66.67
"Dal_05:52551213-52551237",5,17,24,70.83
"Dal_05:52590844-52590869",2,1,24,4.17
"Dal_05:52595164-52595199",3,8,24,33.33
"Dal_05:52606158-52606216",3,5,24,20.83
"Dal_05:52623820-52623862",3,16,24,66.67
"Dal_05:52626141-52626189",2,5,24,20.83
"Dal_05:52641899-52641942",2,12,24,50
"Dal_05:52684052-52684079",2,7,24,29.17
"Dal_05:52694812-52694865",2,10,24,41.67
"Dal_05:52697860-52697887",6,14,24,58.33
"Dal_05:52713838-52713893",4,4,24,16.67
"Dal_05:52715586-52715620",2,14,24,58.33
"Dal_05:52715813-52715851",2,14,24,58.33
"Dal_05:52716034-52716073",2,12,24,50
"Dal_05:52736035-52736059",7,15,24,62.5
"Dal_05:52763721-52763762",2,12,24,50
"Dal_05:52773131-52773174",2,6,24,25
"Dal_05:52786359-52786416",2,1,24,4.17
"Dal_05:52811094-52811119",2,7,24,29.17
"Dal_05:52814055-52814100",2,5,24,20.83
"Dal_05:52846073-52846133",2,8,24,33.33
"Dal_05:52856874-52856925",2,3,24,12.5
"Dal_05:52896291-52896333",2,4,24,16.67
"Dal_05:52905275-52905317",2,8,24,33.33
"Dal_05:52914156-52914185",3,15,24,62.5
"Dal_05:52933897-52933933",9,15,24,62.5
"Dal_05:52960163-52960189",2,9,24,37.5
"Dal_05:52981478-52981513",2,4,24,16.67
"Dal_05:52989610-52989665",2,1,24,4.17
"Dal_05:52996501-52996531",2,7,24,29.17
"Dal_05:52997153-52997197",2,5,24,20.83
"Dal_05:52997403-52997460",2,8,24,33.33
"Dal_05:53060913-53060959",2,7,24,29.17
"Dal_05:53066917-53066961",2,8,24,33.33
"Dal_05:53073374-53073414",2,3,24,12.5
